㖈 䎛 U+3588 U+439B
閵 𨶄 U+95B5 U+28D84
閹 𨴄 U+95B9 U+28D04
閹 剦 U+95B9 U+5266
閻 𨵻 U+95BB U+28D7B
閻 𨵁 U+95BB U+28D41
閻 𨶒 U+95BB U+28D92
閾 𨵨 U+95BE U+28D68
闃 𨵙 U+95C3 U+28D59
闃 𨶑 U+95C3 U+28D91
闊 濶 U+95CA U+6FF6
闊 䦢 U+95CA U+49A2
闌 䦨 U+95CC U+49A8
闔 𨵵 U+95D4 U+28D75
闔 𨶩 U+95D4 U+28DA9
闕 𨵗 U+95D5 U+28D57
闕 𨷂 U+95D5 U+28DC2
闕 𨶕 U+95D5 U+28D95
關 𨳹 U+95DC U+28CF9
關 𨶚 U+95DC U+28D9A
關 𨳡 U+95DC U+28CE1
關 𨷀 U+95DC U+28DC0
關 闗 U+95DC U+95D7
關 𬮦 U+95DC U+2CBA6
關 関 U+95DC U+95A2
關 𨵿 U+95DC U+28D7F
闠 𨷪 U+95E0 U+28DEA
闢 𨴔 U+95E2 U+28D14
闥 𨵉 U+95E5 U+28D49
阜 𡸠 U+961C U+21E20
阜 𢍀 U+961C U+22340
阜 𠻰 U+961C U+20EF0
阜 𨸏 U+961C U+28E0F
阨 阸 U+9628 U+9638
阱 穽 U+9631 U+7A7D
阱 汬 U+9631 U+6C6C
陀 陁 U+9640 U+9641
陀 𨹔 U+9640 U+28E54
陀 𡶊 U+9640 U+21D8A
降 䧏 U+964D U+49CF
降 夅 U+964D U+5905
降 𡲣 U+964D U+21CA3
降 𨹓 U+964D U+28E53
陘 𨺄 U+9658 U+28E84
陛 㙄 U+965B U+3644
陟 𠉡 U+965F U+20261
陟 𠌹 U+965F U+20339
陡 𨺗 U+9661 U+28E97
陡 阧 U+9661 U+9627
陣 𨸬 U+9663 U+28E2C
陬 𨽁 U+966C U+28F41
陰 阴 U+9670 U+9634
陰 𠊺 U+9670 U+202BA
陰 隂 U+9670 U+9682
陰 侌 U+9670 U+4F8C
陲 𨺪 U+9672 U+28EAA
陵 𨹧 U+9675 U+28E67
陵 䧙 U+9675 U+49D9
陵 𠡭 U+9675 U+2086D
陷 𨺻 U+9677 U+28EBB
陷 䧟 U+9677 U+49DF
陷 𨺂 U+9677 U+28E82
陷 陥 U+9677 U+9665
陸 𤱒 U+9678 U+24C52
陽 阦 U+967D U+9626
陽 阳 U+967D U+9633
陽 氜 U+967D U+6C1C
陽 昜 U+967D U+661C
隄 䧑 U+9684 U+49D1
隆 𨺼 U+9686 U+28EBC
隋 遀 U+968B U+9040
階 堦 U+968E U+5826
隕 磒 U+9695 U+78D2
隕 殒 U+9695 U+6B92
隙 隟 U+9699 U+969F
隙 𨻶 U+9699 U+28EF6
隤 墤 U+96A4 U+58A4
隧 𡑞 U+96A7 U+2145E
隩 𡒃 U+96A9 U+21483
險 険 U+96AA U+967A
隰 𨻋 U+96B0 U+28ECB
隰 𨻸 U+96B0 U+28EF8
隰 𨻿 U+96B0 U+28EFF
隰 𨻽 U+96B0 U+28EFD
隱 𨼆 U+96B1 U+28F06
隱 隠 U+96B1 U+96A0
隱 隐 U+96B1 U+9690
隱 𤔌 U+96B1 U+2450C
隸 𫕙 U+96B8 U+2B559
隸 𥛬 U+96B8 U+256EC
隸 隷 U+96B8 U+96B7
隸 𨽾 U+96B8 U+28F7E
隸 𨽻 U+96B8 U+28F7B
隻 𨾏 U+96BB U+28F8F
隼 鶽 U+96BC U+9DBD
雀 𩾟 U+96C0 U+29F9F
雁 鳫 U+96C1 U+9CEB
雄 䧺 U+96C4 U+49FA
集 亼 U+96C6 U+4EBC
雇 𩿇 U+96C7 U+29FC7
雉 𨿘 U+96C9 U+28FD8
雉 𪁰 U+96C9 U+2A070
雋 隽 U+96CB U+96BD
雌 𣦘 U+96CC U+23998
雌 䧳 U+96CC U+49F3
雌 𩾰 U+96CC U+29FB0
雍 雝 U+96CD U+96DD
雕 㓮 U+96D5 U+34EE
雖 𧈧 U+96D6 U+27227
雖 𨿽 U+96D6 U+28FFD
雖 𨾡 U+96D6 U+28FA1
雙 㕠 U+96D9 U+3560
雙 䨇 U+96D9 U+4A07
雙 双 U+96D9 U+53CC
雙 𩀱 U+96D9 U+29031
雜 雑 U+96DC U+96D1
雜 襍 U+96DC U+894D
雝 𪄉 U+96DD U+2A109
雞 鸡 U+96DE U+9E21
雞 鳮 U+96DE U+9CEE
雞 鶏 U+96DE U+9D8F
雞 鷄 U+96DE U+9DC4
離 𩀌 U+96E2 U+2900C
難 难 U+96E3 U+96BE
難 𩀙 U+96E3 U+29019
雨 𩁼 U+96E8 U+2907C
雨 𩗿 U+96E8 U+295FF
雨 𠕘 U+96E8 U+20558
雨 𠕒 U+96E8 U+20552
雨 𠕲 U+96E8 U+20572
雨 㲾 U+96E8 U+3CBE
雩 𩁹 U+96E9 U+29079
雪 䨮 U+96EA U+4A2E
雱 霶 U+96F1 U+9736
零 𡈍 U+96F6 U+2120D
雷 䨓 U+96F7 U+4A13
雷 㗊 U+96F7 U+35CA
雷 𤳳 U+96F7 U+24CF3
雷 靁 U+96F7 U+9741
雹 𩅟 U+96F9 U+2915F
電 𩃿 U+96FB U+290FF
需 𩂉 U+9700 U+29089
霆 𨗒 U+9706 U+285D2
震 𩆉 U+9707 U+29189
霍 癨 U+970D U+7668
霏 䬠 U+970F U+4B20
霢 霡 U+9722 U+9721
霣 𩆆 U+9723 U+29186
霮 䨢 U+972E U+4A22
霮 𩅾 U+972E U+2917E
霰 䨘 U+9730 U+4A18
霸 𧟶 U+9738 U+277F6
霸 覇 U+9738 U+8987
霸 𧟳 U+9738 U+277F3
霾 䨪 U+973E U+4A2A
靆 叇 U+9746 U+53C7
靈 霊 U+9748 U+970A
靈 灵 U+9748 U+7075
靈 𩄇 U+9748 U+29107
靈 霛 U+9748 U+971B
靈 𤫊 U+9748 U+24ACA
靉 叆 U+9749 U+53C6
青 寈 U+9752 U+5BC8
青 靑 U+9752 U+9751
靜 㣏 U+975C U+38CF
靜 静 U+975C U+9759
靡 𪎓 U+9761 U+2A393
靦 覥 U+9766 U+89A5
靦 𩉊 U+9766 U+2924A
靦 𡆎 U+9766 U+2118E
靦 𥈅 U+9766 U+25205
革 𠦶 U+9769 U+209B6
靴 鞾 U+9774 U+97BE
靴 𩋖 U+9774 U+292D6
靼 𩍕 U+977C U+29355
鞀 鞉 U+9780 U+9789
鞀 𪔛 U+9780 U+2A51B
鞀 鼗 U+9780 U+9F17
鞀 𩌿 U+9780 U+2933F
鞈 䶀 U+9788 U+4D80
鞋 鞵 U+978B U+97B5
鞋 𩋘 U+978B U+292D8
鞍 鞌 U+978D U+978C
鞘 韒 U+9798 U+97D2
鞠 𠮑 U+97A0 U+20B91
鞢 𩋑 U+97A2 U+292D1
鞣 𦎤 U+97A3 U+263A4
鞦 鞧 U+97A6 U+97A7
鞫 𥷴 U+97AB U+25DF4
鞫 諊 U+97AB U+8ACA
鞭 𠓠 U+97AD U+204E0
鞶 𣎤 U+97B6 U+233A4
鞹 鞟 U+97B9 U+979F
韁 繮 U+97C1 U+7E6E
韅 𩌹 U+97C5 U+29339
韉 𦇩 U+97C9 U+261E9
韉 𦆉 U+97C9 U+26189
韉 𩋋 U+97C9 U+292CB
韋 𡙝 U+97CB U+2165D
韋 𥀊 U+97CB U+2500A
韌 靭 U+97CC U+976D
韌 靱 U+97CC U+9771
韎 𣝖 U+97CE U+23756
韗 䩵 U+97D7 U+4A75
韙 䪘 U+97D9 U+4A98
韝 鞲 U+97DD U+97B2
韭 韮 U+97ED U+97EE
韶 𢨍 U+97F6 U+22A0D
韻 韵 U+97FB U+97F5
韽 𪛏 U+97FD U+2A6CF
響 𩐿 U+97FF U+2943F
響 响 U+97FF U+54CD
頂 𩠑 U+9802 U+29811
頃 頔 U+9803 U+9814
順 㥧 U+9806 U+3967
順 𠈼 U+9806 U+2023C
須 须 U+9808 U+987B
須 䰅 U+9808 U+4C05
預 𥎀 U+9810 U+25380
頒 朌 U+9812 U+670C
頤 頥 U+9824 U+9825
頤 𦣞 U+9824 U+268DE
頤 頉 U+9824 U+9809
頤 頣 U+9824 U+9823
頭 𥘖 U+982D U+25616
頰 𩠣 U+9830 U+29823
頷 𩓱 U+9837 U+294F1
頹 頽 U+9839 U+983D
頻 𩔤 U+983B U+29524
顄 𩔞 U+9844 U+2951E
顄 𦜆 U+9844 U+26706
額 頟 U+984D U+981F
顏 顔 U+984F U+9854
願 𩕾 U+9858 U+2957E
顙 䫙 U+9859 U+4AD9
顛 顚 U+985B U+985A
顛 㒹 U+985B U+34B9
類 𣈪 U+985E U+2322A
類 𩔗 U+985E U+29517
顧 頋 U+9867 U+980B
顫 𢥇 U+986B U+22947
顯 𩔰 U+986F U+29530
顯 㬎 U+986F U+3B0E
顯 顕 U+986F U+9855
顱 髗 U+9871 U+9AD7
風 凬 U+98A8 U+51EC
風 𠙈 U+98A8 U+20648
風 𠙊 U+98A8 U+2064A
颯 䬃 U+98AF U+4B03
颶 𩗗 U+98B6 U+295D7
颻 䬙 U+98BB U+4B19
颼 𩘌 U+98BC U+2960C
颼 䬒 U+98BC U+4B12
飂 𩘸 U+98C2 U+29638
飄 𩘔 U+98C4 U+29614
飄 飃 U+98C4 U+98C3
飆 𩗈 U+98C6 U+295C8
飛 𦐭 U+98DB U+2642D
飢 𩚑 U+98E2 U+29691
飢 饥 U+98E2 U+9965
飧 飱 U+98E7 U+98F1
飪 餁 U+98EA U+9901
飪 䏕 U+98EA U+43D5
飫 秗 U+98EB U+79D7
飫 𩚿 U+98EB U+296BF
飫 𩜈 U+98EB U+29708
飭 𩛙 U+98ED U+296D9
飯 飰 U+98EF U+98F0
飯 𩚳 U+98EF U+296B3
飲 饮 U+98F2 U+996E
飲 㱃 U+98F2 U+3C43
飲 飮 U+98F2 U+98EE
飲 𣲎 U+98F2 U+23C8E
飴 䬮 U+98F4 U+4B2E
飴 𥹋 U+98F4 U+25E4B
飴 𩞫 U+98F4 U+297AB
飼 𩚅 U+98FC U+29685
飼 飤 U+98FC U+98E4
飽 𩛊 U+98FD U+296CA
飽 𩛞 U+98FD U+296DE
飾 餙 U+98FE U+9919
飾 餝 U+98FE U+991D
餅 䴵 U+9905 U+4D35
餅 餠 U+9905 U+9920
餈 𩝐 U+9908 U+29750
餈 糍 U+9908 U+7CCD
餉 𥹝 U+9909 U+25E5D
餉 𩜋 U+9909 U+2970B
養 䍩 U+990A U+4369
餐 湌 U+9910 U+6E4C
餐 飡 U+9910 U+98E1
餐 䬸 U+9910 U+4B38
餔 𥹴 U+9914 U+25E74
餕 𦿉 U+9915 U+26FC9
餘 馀 U+9918 U+9980
餡 𨢝 U+9921 U+2889D
館 舘 U+9928 U+8218
餬 𩚩 U+992C U+296A9
餮 𩚺 U+992E U+296BA
餮 𩚝 U+992E U+2969D
餮 飻 U+992E U+98FB
餮 𩚸 U+992E U+296B8
餱 糇 U+9931 U+7CC7
餳 𩛿 U+9933 U+296FF
餺 䭦 U+993A U+4B66
餺 䬪 U+993A U+4B2A
餼 𩞚 U+993C U+2979A
餿 𩜯 U+993F U+2972F
饃 𩟠 U+9943 U+297E0
饈 䐰 U+9948 U+4430
饈 𦟤 U+9948 U+267E4
饋 餽 U+994B U+993D
饋 𩟱 U+994B U+297F1
饋 𠩸 U+994B U+20A78
饌 籑 U+994C U+7C51
饌 䉵 U+994C U+4275
饌 𩜹 U+994C U+29739
饐 䬥 U+9950 U+4B25
饑 𩚮 U+9951 U+296AE
饔 𩟷 U+9954 U+297F7
饕 䬢 U+9955 U+4B22
饕 䬭 U+9955 U+4B2D
饘 飦 U+9958 U+98E6
饜 𤹍 U+995C U+24E4D
饜 𩞹 U+995C U+297B9
饡 𩟪 U+9961 U+297EA
饡 䬤 U+9961 U+4B24
首 𥃻 U+9996 U+250FB
首 𩠐 U+9996 U+29810
香 𪏽 U+9999 U+2A3FD
香 𪏰 U+9999 U+2A3F0
香 㿝 U+9999 U+3FDD
馥 𪐒 U+99A5 U+2A412
馧 蒀 U+99A7 U+8480
馬 𢒗 U+99AC U+22497
馮 𠗦 U+99AE U+205E6
馱 𨈷 U+99B1 U+28237
馱 䭾 U+99B1 U+4B7E
馱 駄 U+99B1 U+99C4
馲 𩢵 U+99B2 U+298B5
馳 𧂓 U+99B3 U+27093
馽 𩡳 U+99BD U+29873
駉 䮐 U+99C9 U+4B90
駏 𤝙 U+99CF U+24759
駕 𩢟 U+99D5 U+2989F
駗 𩢜 U+99D7 U+2989C
駛 𩢲 U+99DB U+298B2
駢 騈 U+99E2 U+9A08
駽 𩢺 U+99FD U+298BA
騁 𩧢 U+9A01 U+299E2
騏 䭶 U+9A0F U+4B76
騙 騗 U+9A19 U+9A17
騞 𩥟 U+9A1E U+2995F
騠 𩤢 U+9A20 U+29922
騣 𩦲 U+9A23 U+299B2
騧 𩢍 U+9A27 U+2988D
騭 隲 U+9A2D U+96B2
騮 𩤃 U+9A2E U+29903
騮 駵 U+9A2E U+99F5
騰 䠮 U+9A30 U+482E
騰 駦 U+9A30 U+99E6
騰 𦫀 U+9A30 U+26AC0
騺 驇 U+9A3A U+9A47
騾 驘 U+9A3E U+9A58
驂 𩥵 U+9A42 U+29975
驃 𩦾 U+9A43 U+299BE
驄 𩣭 U+9A44 U+298ED
驄 騘 U+9A44 U+9A18
驅 𩣌 U+9A45 U+298CC
驅 𩢩 U+9A45 U+298A9
驅 𩤀 U+9A45 U+29900
驅 𩢧 U+9A45 U+298A7
驅 駆 U+9A45 U+99C6
驅 䮃 U+9A45 U+4B83
驅 駈 U+9A45 U+99C8
驅 𩣕 U+9A45 U+298D5
驈 䮇 U+9A48 U+4B87
驉 𤡣 U+9A49 U+24863
驊 𦽊 U+9A4A U+26F4A
驒 騨 U+9A52 U+9A28
驖 𩦷 U+9A56 U+299B7
驗 騐 U+9A57 U+9A10
驗 験 U+9A57 U+9A13
驛 駅 U+9A5B U+99C5
驢 馿 U+9A62 U+99BF
驥 𩥉 U+9A65 U+29949
驥 蘎 U+9A65 U+860E
骫 骪 U+9AAB U+9AAA
骴 𩨱 U+9AB4 U+29A31
骴 𩨨 U+9AB4 U+29A28
骴 𦙼 U+9AB4 U+2667C
骸 𡱍 U+9AB8 U+21C4D
骸 䠹 U+9AB8 U+4839
骾 𦛟 U+9ABE U+266DF
髀 䏶 U+9AC0 U+43F6
髀 䯗 U+9AC0 U+4BD7
髀 𩩚 U+9AC0 U+29A5A
髂 𩩱 U+9AC2 U+29A71
髇 𩩉 U+9AC7 U+29A49
髏 䫫 U+9ACF U+4AEB
髑 䫳 U+9AD1 U+4AF3
髒 脏 U+9AD2 U+810F
髓 髄 U+9AD3 U+9AC4
髓 𩪦 U+9AD3 U+29AA6
髓 𩩜 U+9AD3 U+29A5C
髓 䯝 U+9AD3 U+4BDD
髓 膸 U+9AD3 U+81B8
體 𩪆 U+9AD4 U+29A86
體 𨉦 U+9AD4 U+28266
體 軆 U+9AD4 U+8EC6
體 躰 U+9AD4 U+8EB0
體 骵 U+9AD4 U+9AB5
髕 𩪯 U+9AD5 U+29AAF
高 髙 U+9AD8 U+9AD9
髡 髠 U+9AE1 U+9AE0
髦 𨱞 U+9AE6 U+28C5E
髮 𩬊 U+9AEE U+29B0A
髮 𤕥 U+9AEE U+24565
髮 𩑛 U+9AEE U+2945B
髮 𡞝 U+9AEE U+2179D
髮 㛲 U+9AEE U+36F2
髮 𩬇 U+9AEE U+29B07
髯 髥 U+9AEF U+9AE5
髯 𩓿 U+9AEF U+294FF
髯 𩑺 U+9AEF U+2947A
髯 𩓾 U+9AEF U+294FE
髯 䫇 U+9AEF U+4AC7
髲 𩬈 U+9AF2 U+29B08
髻 䯻 U+9AFB U+4BFB
髻 𩬩 U+9AFB U+29B29
鬃 𩮪 U+9B03 U+29BAA
鬃 騣 U+9B03 U+9A23
鬃 騌 U+9B03 U+9A0C
鬃 骔 U+9B03 U+9A94
鬄 𨲙 U+9B04 U+28C99
鬌 𩭦 U+9B0C U+29B66
鬍 𣬣 U+9B0D U+23B23
鬒 㐱 U+9B12 U+3431
鬘 𩮺 U+9B18 U+29BBA
鬘 𩭈 U+9B18 U+29B48
鬢 鬂 U+9B22 U+9B02
鬢 𩬆 U+9B22 U+29B06
鬢 𩯭 U+9B22 U+29BED
鬢 𨲺 U+9B22 U+28CBA
鬢 髩 U+9B22 U+9AE9
鬣 巤 U+9B23 U+5DE4
鬣 㲱 U+9B23 U+3CB1
鬥 𩰖 U+9B25 U+29C16
鬥 𩰚 U+9B25 U+29C1A
鬥 鬬 U+9B25 U+9B2C
鬥 鬭 U+9B25 U+9B2D
鬥 鬪 U+9B25 U+9B2A
鬥 𨷖 U+9B25 U+28DD6
鬥 鬦 U+9B25 U+9B26
鬧 閙 U+9B27 U+9599
鬧 𠇰 U+9B27 U+201F0
鬧 𢂂 U+9B27 U+22082
鬧 𡗚 U+9B27 U+215DA
鬧 𠆴 U+9B27 U+201B4
鬧 𠅈 U+9B27 U+20148
鬩 䦧 U+9B29 U+49A7
鬮 𨷺 U+9B2E U+28DFA
鬮 䰗 U+9B2E U+4C17
鬯 𠚍 U+9B2F U+2068D
鬱 𩰪 U+9B31 U+29C2A
鬱 𩏴 U+9B31 U+293F4
鬱 欝 U+9B31 U+6B1D
鬱 𣡇 U+9B31 U+23847
鬱 鬰 U+9B31 U+9B30
鬱 𣡸 U+9B31 U+23878
鬱 𣠵 U+9B31 U+23835
鬱 𦉚 U+9B31 U+2625A
鬱 𦉠 U+9B31 U+26260
鬲 𩰲 U+9B32 U+29C32
鬲 䰜 U+9B32 U+4C1C
鬵 𩰿 U+9B35 U+29C3F
鬷 𩱛 U+9B37 U+29C5B
鬷 𩰺 U+9B37 U+29C3A
鬻 俼 U+9B3B U+4FFC
鬼 𢇼 U+9B3C U+221FC
鬼 𩲡 U+9B3C U+29CA1
魁 𩲔 U+9B41 U+29C94
魂 䰟 U+9B42 U+4C1F
魄 𩲸 U+9B44 U+29CB8
魅 𩲐 U+9B45 U+29C90
魅 𩲝 U+9B45 U+29C9D
魅 𢑘 U+9B45 U+22458
魅 𩲉 U+9B45 U+29C89
魅 祙 U+9B45 U+7959
魑 𩲶 U+9B51 U+29CB6
魑 𩲓 U+9B51 U+29C93
魑 𩳩 U+9B51 U+29CE9
魙 聻 U+9B59 U+807B
魚 𤉯 U+9B5A U+2426F
鮀 𩷿 U+9B80 U+29DFF
鮀 䰿 U+9B80 U+4C3F
鮀 𩵔 U+9B80 U+29D54
鮒 𩸅 U+9B92 U+29E05
鮮 鱻 U+9BAE U+9C7B
鮮 尠 U+9BAE U+5C20
鯀 𧣙 U+9BC0 U+278D9
鯀 𩩌 U+9BC0 U+29A4C
鯗 鮝 U+9BD7 U+9B9D
鯧 䱽 U+9BE7 U+4C7D
鯨 䲔 U+9BE8 U+4C94
鯨 𩼃 U+9BE8 U+29F03
鯬 𩼽 U+9BEC U+29F3D
鯷 鮧 U+9BF7 U+9BA7
鰉 鱑 U+9C09 U+9C51
鰍 鰌 U+9C0D U+9C0C
鰥 𩶊 U+9C25 U+29D8A
鰻 𩻠 U+9C3B U+29EE0
鱉 鼈 U+9C49 U+9F08
鱉 龞 U+9C49 U+9F9E
鱔 鱓 U+9C54 U+9C53
鱔 䱇 U+9C54 U+4C47
鱣 𩼼 U+9C63 U+29F3C
鱣 䱳 U+9C63 U+4C73
鱷 𩻙 U+9C77 U+29ED9
鱷 鰐 U+9C77 U+9C10
鱷 𧍞 U+9C77 U+2735E
鱸 魲 U+9C78 U+9B72
鳦 𩾐 U+9CE6 U+29F90
鳧 𠒎 U+9CE7 U+2048E
鳱 䧲 U+9CF1 U+49F2
鳳 鴌 U+9CF3 U+9D0C
鳳 鳯 U+9CF3 U+9CEF
鳳 𠤈 U+9CF3 U+20908
鳶 䳒 U+9CF6 U+4CD2
鳶 𩾭 U+9CF6 U+29FAD
鴅 𩿊 U+9D05 U+29FCA
鴆 䲴 U+9D06 U+4CB4
鴇 𪀀 U+9D07 U+2A000
鴇 䳰 U+9D07 U+4CF0
鴈 𩾦 U+9D08 U+29FA6
鴉 𪀨 U+9D09 U+2A028
鴉 鵶 U+9D09 U+9D76
鴒 𪈝 U+9D12 U+2A21D
鴒 䴇 U+9D12 U+4D07
鴟 䲭 U+9D1F U+4CAD
鴥 鴧 U+9D25 U+9D27
鴻 䲨 U+9D3B U+4CA8
鴻 𩾯 U+9D3B U+29FAF
鵂 𪀪 U+9D42 U+2A02A
鵌 䳜 U+9D4C U+4CDC
鵑 䳌 U+9D51 U+4CCC
鵒 𪃪 U+9D52 U+2A0EA
鵒 𨿜 U+9D52 U+28FDC
鵜 鴺 U+9D5C U+9D3A
鵝 䳘 U+9D5D U+4CD8
鵝 鵞 U+9D5D U+9D5E
鵝 䳗 U+9D5D U+4CD7
鵡 䳇 U+9D61 U+4CC7
鵪 𪃬 U+9D6A U+2A0EC
鵪 𪁟 U+9D6A U+2A05F
鵬 𩿾 U+9D6C U+29FFE
鵯 𪂃 U+9D6F U+2A083
鵰 𪄄 U+9D70 U+2A104
鶀 䳢 U+9D80 U+4CE2
鶂 鶃 U+9D82 U+9D83
鶂 𪁌 U+9D82 U+2A04C
鶒 𪄠 U+9D92 U+2A120
鶖 𪀖 U+9D96 U+2A016
鶖 𪃩 U+9D96 U+2A0E9
鶩 䳱 U+9DA9 U+4CF1
鶪 𨿎 U+9DAA U+28FCE
鶬 𩀞 U+9DAC U+2901E
鶭 𪁢 U+9DAD U+2A062
鶯 鸎 U+9DAF U+9E0E
鶹 𪅳 U+9DB9 U+2A173
鶺 䳭 U+9DBA U+4CED
鶺 𪃹 U+9DBA U+2A0F9
鶻 𩾲 U+9DBB U+29FB2
鶿 鷀 U+9DBF U+9DC0
鶿 𪇔 U+9DBF U+2A1D4
鷇 𪇄 U+9DC7 U+2A1C4
鷈 鷉 U+9DC8 U+9DC9
鷊 䳬 U+9DCA U+4CEC
鷏 鷆 U+9DCF U+9DC6
鷘 𪄪 U+9DD8 U+2A12A
鷘 䳵 U+9DD8 U+4CF5
鷘 𪀦 U+9DD8 U+2A026
鷜 𪅛 U+9DDC U+2A15B
鷜 𪈜 U+9DDC U+2A21C
鷦 𪆄 U+9DE6 U+2A184
鸀 𪅱 U+9E00 U+2A171
鸃 䴊 U+9E03 U+4D0A
鸓 𪆼 U+9E13 U+2A1BC
鸔 𪇰 U+9E14 U+2A1F0
鸝 𪅗 U+9E1D U+2A157
鸝 𪅌 U+9E1D U+2A14C
鸞 鵉 U+9E1E U+9D49
鹵 𠧧 U+9E75 U+209E7
鹵 卥 U+9E75 U+5365
鹹 醎 U+9E79 U+918E
鹼 硷 U+9E7C U+7877
鹼 𫠗 U+9E7C U+2B817
鹼 碱 U+9E7C U+78B1
鹼 𨣇 U+9E7C U+288C7
鹼 𥃡 U+9E7C U+250E1
鹼 鹻 U+9E7C U+9E7B
鹼 礆 U+9E7C U+7906
鹼 鹸 U+9E7C U+9E78
鹽 䀋 U+9E7D U+400B
鹽 𪉩 U+9E7D U+2A269
鹽 塩 U+9E7D U+5869
鹽 𥂁 U+9E7D U+25081
麀 𪋎 U+9E80 U+2A2CE
麇 𪊽 U+9E87 U+2A2BD
麇 麏 U+9E87 U+9E8F
麇 麕 U+9E87 U+9E95
麋 䴢 U+9E8B U+4D22
麓 𪋤 U+9E93 U+2A2E4
麓 梺 U+9E93 U+68BA
麓 㯟 U+9E93 U+3BDF
麗 𠧥 U+9E97 U+209E5
麗 𠀙 U+9E97 U+20019
麚 䴥 U+9E9A U+4D25
麟 𪊭 U+9E9F U+2A2AD
麟 麐 U+9E9F U+9E90
麟 𪊱 U+9E9F U+2A2B1
麟 𪊲 U+9E9F U+2A2B2
麟 𪊺 U+9E9F U+2A2BA
麠 麖 U+9EA0 U+9E96
麤 麄 U+9EA4 U+9E84
麤 麁 U+9EA4 U+9E81
麩 𨦶 U+9EA9 U+289B6
麩 麱 U+9EA9 U+9EB1
麩 麬 U+9EA9 U+9EAC
麩 䴸 U+9EA9 U+4D38
麴 𥶶 U+9EB4 U+25DB6
麴 麹 U+9EB4 U+9EB9
麴 麯 U+9EB4 U+9EAF
麵 麪 U+9EB5 U+9EAA
麵 麺 U+9EB5 U+9EBA
麵 麫 U+9EB5 U+9EAB
麻 蔴 U+9EBB U+8534
麼 庅 U+9EBC U+5E85
麼 麽 U+9EBC U+9EBD
麼 尛 U+9EBC U+5C1B
黃 𡕛 U+9EC3 U+2155B
黃 黄 U+9EC3 U+9EC4
黍 𥝸 U+9ECD U+25778
黎 𥟦 U+9ECE U+257E6
黎 𥟖 U+9ECE U+257D6
黎 𥠖 U+9ECE U+25816
黎 㴝 U+9ECE U+3D1D
黎 𪏭 U+9ECE U+2A3ED
黐 𥼝 U+9ED0 U+25F1D
黑 黒 U+9ED1 U+9ED2
黔 𦌣 U+9ED4 U+26323
黕 𪐨 U+9ED5 U+2A428
默 黙 U+9ED8 U+9ED9
點 奌 U+9EDE U+594C
點 点 U+9EDE U+70B9
黟 𪐭 U+9EDF U+2A42D
黟 𪐚 U+9EDF U+2A41A
黤 𩅝 U+9EE4 U+2915D
黥 䵞 U+9EE5 U+4D5E
黧 𪑢 U+9EE7 U+2A462
黧 𪒨 U+9EE7 U+2A4A8
黧 𪒁 U+9EE7 U+2A481
黧 𪒺 U+9EE7 U+2A4BA
黧 𪑤 U+9EE7 U+2A464
黧 𪒅 U+9EE7 U+2A485
黧 䵩 U+9EE7 U+4D69
黧 𪒚 U+9EE7 U+2A49A
黼 𩠤 U+9EFC U+29824
黼 𦓞 U+9EFC U+264DE
黽 𦋍 U+9EFD U+262CD
鼀 𪓰 U+9F00 U+2A4F0
鼇 𪓾 U+9F07 U+2A4FE
鼎 鼑 U+9F0E U+9F11
鼎 䁀 U+9F0E U+4040
鼎 𣂨 U+9F0E U+230A8
鼎 𪔂 U+9F0E U+2A502
鼎 𣂰 U+9F0E U+230B0
鼎 𣇓 U+9F0E U+231D3
鼏 幂 U+9F0F U+5E42
鼓 𪔐 U+9F13 U+2A510
鼓 𡔷 U+9F13 U+21537
鼓 皷 U+9F13 U+76B7
鼓 皼 U+9F13 U+76BC
鼓 鼔 U+9F13 U+9F14
鼕 𪔖 U+9F15 U+2A516
鼕 㲇 U+9F15 U+3C87
鼖 䩿 U+9F16 U+4A7F
鼖 𪔵 U+9F16 U+2A535
鼠 鼡 U+9F20 U+9F21
鼠 䑕 U+9F20 U+4455
鼠 𣆨 U+9F20 U+231A8
鼬 𪕏 U+9F2C U+2A54F
鼻 𦤓 U+9F3B U+26913
鼻 鼻 U+9F3B U+2FA1C
鼻 𢍂 U+9F3B U+22342
鼾 𠵸 U+9F3E U+20D78
齁 𪖙 U+9F41 U+2A599
齊 斉 U+9F4A U+6589
齊 齐 U+9F4A U+9F50
齊 亝 U+9F4A U+4E9D
齋 斋 U+9F4B U+658B
齋 𪗋 U+9F4B U+2A5CB
齋 斎 U+9F4B U+658E
齋 㪰 U+9F4B U+3AB0
齎 賫 U+9F4E U+8CEB
齏 韲 U+9F4F U+97F2
齏 𧆌 U+9F4F U+2718C
齏 𩐎 U+9F4F U+2940E
齏 𦦏 U+9F4F U+2698F
齒 𠚒 U+9F52 U+20692
齒 𠔒 U+9F52 U+20512
齒 歯 U+9F52 U+6B6F
齘 𪗢 U+9F58 U+2A5E2
齜 𪘿 U+9F5C U+2A63F
齜 𪗶 U+9F5C U+2A5F6
齝 𪗪 U+9F5D U+2A5EA
齝 𪗺 U+9F5D U+2A5FA
齡 齢 U+9F61 U+9F62
齪 𪘏 U+9F6A U+2A60F
齲 𤘐 U+9F72 U+24610
齶 𪘽 U+9F76 U+2A63D
齶 𦞐 U+9F76 U+26790
齶 㗁 U+9F76 U+35C1
