㖈 䎛 U+3588 U+439B
榫 㔼 U+69AB U+353C
榮 荣 U+69AE U+8363
榴 橊 U+69B4 U+6A4A
榷 𣙜 U+69B7 U+2365C
榼 𣙥 U+69BC U+23665
榼 𣖁 U+69BC U+23581
槊 鎙 U+69CA U+9399
槊 矟 U+69CA U+77DF
槊 𣔒 U+69CA U+23512
槊 𣓞 U+69CA U+234DE
槍 𥎄 U+69CD U+25384
槎 𣗩 U+69CE U+235E9
槔 橰 U+69D4 U+6A70
槙 槇 U+69D9 U+69C7
槨 椁 U+69E8 U+6901
槭 㰗 U+69ED U+3C17
槮 𣟹 U+69EE U+237F9
槱 𣜃 U+69F1 U+23703
槱 𤍕 U+69F1 U+24355
槱 𥙫 U+69F1 U+2566B
槳 㯍 U+69F3 U+3BCD
樀 㰅 U+6A00 U+3C05
樊 棥 U+6A0A U+68E5
樕 㯈 U+6A15 U+3BC8
樗 𣛲 U+6A17 U+236F2
樘 𣛟 U+6A18 U+236DF
樛 𣚉 U+6A1B U+23689
樣 様 U+6A23 U+69D8
樵 𢸺 U+6A35 U+22E3A
樵 𦿕 U+6A35 U+26FD5
樹 𡬾 U+6A39 U+21B3E
樹 𣗳 U+6A39 U+235F3
樺 𣛛 U+6A3A U+236DB
樽 罇 U+6A3D U+7F47
樾 𣜀 U+6A3E U+23700
樿 椫 U+6A3F U+692B
橇 鞽 U+6A47 U+97BD
橇 䢪 U+6A47 U+48AA
橐 槖 U+6A50 U+69D6
橐 𡇈 U+6A50 U+211C8
橑 𣟆 U+6A51 U+237C6
橛 橜 U+6A5B U+6A5C
橢 楕 U+6A62 U+6955
檀 𣞀 U+6A80 U+23780
檁 标 U+6A81 U+6807
檄 𣜥 U+6A84 U+23725
檇 槜 U+6A87 U+69DC
檇 㰎 U+6A87 U+3C0E
檠 𢐧 U+6AA0 U+22427
檢 検 U+6AA2 U+691C
檣 艢 U+6AA3 U+8262
檣 𤕽 U+6AA3 U+2457D
檥 㩘 U+6AA5 U+3A58
檥 𪲘 U+6AA5 U+2AC98
檨 檨 U+6AA8 U+2F8EB
檳 梹 U+6AB3 U+68B9
檳 㯽 U+6AB3 U+3BFD
檻 㩜 U+6ABB U+3A5C
櫓 樐 U+6AD3 U+6A10
櫓 㯭 U+6AD3 U+3BED
櫓 艪 U+6AD3 U+826A
櫓 舮 U+6AD3 U+822E
櫝 匵 U+6ADD U+5335
櫥 櫉 U+6AE5 U+6AC9
櫱 蘖 U+6AF1 U+8616
櫱 𣡌 U+6AF1 U+2384C
櫱 㮆 U+6AF1 U+3B86
櫳 㰍 U+6AF3 U+3C0D
櫻 桜 U+6AFB U+685C
欃 𣝊 U+6B03 U+2374A
權 権 U+6B0A U+6A29
欖 㰖 U+6B16 U+3C16
欠 𣣓 U+6B20 U+238D3
次 𠤣 U+6B21 U+20923
次 𠕞 U+6B21 U+2055E
欬 𤸺 U+6B2C U+24E3A
欲 𣣔 U+6B32 U+238D4
欶 𠲿 U+6B36 U+20CBF
欹 𣣱 U+6B39 U+238F1
欹 㿲 U+6B39 U+3FF2
欽 𣣽 U+6B3D U+238FD
款 欵 U+6B3E U+6B35
歃 𣣨 U+6B43 U+238E8
歃 㰱 U+6B43 U+3C31
歈 𣤏 U+6B48 U+2390F
歌 謌 U+6B4C U+8B0C
歙 㒆 U+6B59 U+3486
歛 𣫍 U+6B5B U+23ACD
歜 𧃏 U+6B5C U+270CF
歡 欢 U+6B61 U+6B22
正 𤴓 U+6B63 U+24D13
正 𠤭 U+6B63 U+2092D
正 㱏 U+6B63 U+3C4F
此 𣥅 U+6B64 U+23945
步 𡵯 U+6B65 U+21D6F
步 歩 U+6B65 U+6B69
歧 𨙸 U+6B67 U+28678
歲 嵗 U+6B72 U+5D57
歲 亗 U+6B72 U+4E97
歲 𡻕 U+6B72 U+21ED5
歲 歳 U+6B72 U+6B73
歲 岁 U+6B72 U+5C81
歷 𠪱 U+6B77 U+20AB1
歷 歴 U+6B77 U+6B74
歷 历 U+6B77 U+5386
歷 厤 U+6B77 U+53A4
歷 𢊆 U+6B77 U+22286
歸 㱕 U+6B78 U+3C55
歸 帰 U+6B78 U+5E30
歸 归 U+6B78 U+5F52
歸 𣦨 U+6B78 U+239A8
歸 䢜 U+6B78 U+489C
歹 𣦶 U+6B79 U+239B6
歹 𡰮 U+6B79 U+21C2E
歹 歺 U+6B79 U+6B7A
死 𢀸 U+6B7B U+22038
死 𠑾 U+6B7B U+2047E
死 𣦸 U+6B7B U+239B8
死 𣦹 U+6B7B U+239B9
歿 殁 U+6B7F U+6B81
殀 𣧕 U+6B80 U+239D5
殂 𣩋 U+6B82 U+23A4B
殂 𣧫 U+6B82 U+239EB
殂 𣨖 U+6B82 U+23A16
殂 𣨐 U+6B82 U+23A10
殂 𠹨 U+6B82 U+20E68
殃 䄃 U+6B83 U+4103
殄 𠂈 U+6B84 U+20088
殄 𣧠 U+6B84 U+239E0
殍 𣨈 U+6B8D U+23A08
殪 𣨑 U+6BAA U+23A11
殯 𡒨 U+6BAF U+214A8
殯 𣩵 U+6BAF U+23A75
殰 𦢌 U+6BB0 U+2688C
殲 殱 U+6BB2 U+6BB1
殲 𣨦 U+6BB2 U+23A26
段 𠩻 U+6BB5 U+20A7B
殷 𣪞 U+6BB7 U+23A9E
殼 殻 U+6BBC U+6BBB
殼 㱿 U+6BBC U+3C7F
殼 壳 U+6BBC U+58F3
殼 𣪊 U+6BBC U+23A8A
殿 𣪫 U+6BBF U+23AAB
毀 䃣 U+6BC0 U+40E3
毀 毁 U+6BC0 U+6BC1
毀 𢾌 U+6BC0 U+22F8C
毄 𣪠 U+6BC4 U+23AA0
毅 𣫖 U+6BC5 U+23AD6
毅 𣪣 U+6BC5 U+23AA3
每 𣫭 U+6BCF U+23AED
每 毎 U+6BCF U+6BCE
毒 𦸕 U+6BD2 U+26E15
比 夶 U+6BD4 U+5936
毗 𣬈 U+6BD7 U+23B08
毗 𣬉 U+6BD7 U+23B09
毣 𣭜 U+6BE3 U+23B5C
毦 𣭞 U+6BE6 U+23B5E
毧 㲓 U+6BE7 U+3C93
毫 𡨉 U+6BEB U+21A09
毯 㲭 U+6BEF U+3CAD
毯 㲜 U+6BEF U+3C9C
毻 𣮲 U+6BFB U+23BB2
毼 𣭸 U+6BFC U+23B78
毼 𣮷 U+6BFC U+23BB7
毾 𣰅 U+6BFE U+23C05
毾 𣯾 U+6BFE U+23BFE
毾 㲩 U+6BFE U+3CA9
毾 𣯈 U+6BFE U+23BC8
毿 𣯶 U+6BFF U+23BF6
毿 𣯺 U+6BFF U+23BFA
氀 𣯫 U+6C00 U+23BEB
氀 𣰝 U+6C00 U+23C1D
氀 𣰢 U+6C00 U+23C22
氂 𣯛 U+6C02 U+23BDB
氅 𣰉 U+6C05 U+23C09
氆 𣯽 U+6C06 U+23BFD
氈 氊 U+6C08 U+6C0A
氈 毡 U+6C08 U+6BE1
氈 𣮻 U+6C08 U+23BBB
氌 𣰯 U+6C0C U+23C2F
氍 𣰽 U+6C0D U+23C3D
氍 𣯸 U+6C0D U+23BF8
氐 𢎮 U+6C10 U+223AE
民 𠘽 U+6C11 U+2063D
氓 𤱕 U+6C13 U+24C55
氛 𣱦 U+6C1B U+23C66
氣 気 U+6C23 U+6C17
氣 炁 U+6C23 U+7081
永 𣱵 U+6C38 U+23C75
求 𡨃 U+6C42 U+21A03
汆 氽 U+6C46 U+6C3D
汏 𡊌 U+6C4F U+2128C
汒 𣴭 U+6C52 U+23D2D
汙 𣲇 U+6C59 U+23C87
汙 汚 U+6C59 U+6C5A
污 汙 U+6C61 U+6C59
污 𣽏 U+6C61 U+23F4F
污 汚 U+6C61 U+6C5A
汨 淿 U+6C68 U+6DFF
汪 𣷪 U+6C6A U+23DEA
汶 渂 U+6C76 U+6E02
決 𣲺 U+6C7A U+23CBA
決 决 U+6C7A U+51B3
沃 𣵽 U+6C83 U+23D7D
沃 𦰚 U+6C83 U+26C1A
沉 𣲼 U+6C89 U+23CBC
沍 𣲨 U+6C8D U+23CA8
沒 𣴬 U+6C92 U+23D2C
沒 没 U+6C92 U+6CA1
沔 汅 U+6C94 U+6C45
沖 冲 U+6C96 U+51B2
沱 沲 U+6CB1 U+6CB2
沱 𣵻 U+6CB1 U+23D7B
沸 㵒 U+6CB8 U+3D52
沿 𨒄 U+6CBF U+28484
沿 㳂 U+6CBF U+3CC2
況 况 U+6CC1 U+51B5
泄 𣳘 U+6CC4 U+23CD8
泉 𡺙 U+6CC9 U+21E99
泉 洤 U+6CC9 U+6D24
泊 泺 U+6CCA U+6CFA
法 㳒 U+6CD5 U+3CD2
法 𢌇 U+6CD5 U+22307
法 灋 U+6CD5 U+704B
法 佱 U+6CD5 U+4F71
法 𣳴 U+6CD5 U+23CF4
泡 㵡 U+6CE1 U+3D61
泭 𣻜 U+6CED U+23EDC
泰 㤗 U+6CF0 U+3917
泰 夳 U+6CF0 U+5933
洛 洜 U+6D1B U+6D1C
洟 𪖦 U+6D1F U+2A5A6
津 𣸁 U+6D25 U+23E01
津 𦨱 U+6D25 U+26A31
洮 𣴧 U+6D2E U+23D27
洶 𣶑 U+6D36 U+23D91
洶 汹 U+6D36 U+6C79
活 𣽅 U+6D3B U+23F45
洽 䨐 U+6D3D U+4A10
洿 𣳹 U+6D3F U+23CF9
流 㳅 U+6D41 U+3CC5
流 𣴑 U+6D41 U+23D11
浣 澣 U+6D63 U+6FA3
海 𣴴 U+6D77 U+23D34
浸 䆮 U+6D78 U+41AE
浸 𣹰 U+6D78 U+23E70
浸 𡩻 U+6D78 U+21A7B
浸 𣷽 U+6D78 U+23DFD
浸 𡫏 U+6D78 U+21ACF
浸 𥧲 U+6D78 U+259F2
浼 凂 U+6D7C U+51C2
涅 湼 U+6D85 U+6E7C
涅 𣵀 U+6D85 U+23D40
消 㴅 U+6D88 U+3D05
涉 㴇 U+6D89 U+3D07
涉 渉 U+6D89 U+6E09
涎 㳄 U+6D8E U+3CC4
涎 𣶙 U+6D8E U+23D99
涎 𣵿 U+6D8E U+23D7F
涓 㳙 U+6D93 U+3CD9
涕 䶏 U+6D95 U+4D8F
涖 莅 U+6D96 U+8385
涗 涚 U+6D97 U+6D9A
涵 𣷉 U+6DB5 U+23DC9
涵 𣹢 U+6DB5 U+23E62
涵 㴠 U+6DB5 U+3D20
涼 凉 U+6DBC U+51C9
涼 鿌 U+6DBC U+9FCC
涿 𣵠 U+6DBF U+23D60
淑 㳤 U+6DD1 U+3CE4
淚 泪 U+6DDA U+6CEA
淚 㴃 U+6DDA U+3D03
淢 𣴤 U+6DE2 U+23D24
淨 浄 U+6DE8 U+6D44
淨 净 U+6DE8 U+51C0
淫 㸒 U+6DEB U+3E12
淬 㳃 U+6DEC U+3CC3
深 㴱 U+6DF1 U+3D31
深 𣵫 U+6DF1 U+23D6B
深 𣸧 U+6DF1 U+23E27
淳 𤂸 U+6DF3 U+240B8
淳 湻 U+6DF3 U+6E7B
淵 𣶒 U+6DF5 U+23D92
淵 𣷬 U+6DF5 U+23DEC
淵 渕 U+6DF5 U+6E15
淵 𣴺 U+6DF5 U+23D3A
淵 囦 U+6DF5 U+56E6
淵 𠝃 U+6DF5 U+20743
添 𣸸 U+6DFB U+23E38
清 淸 U+6E05 U+6DF8
減 减 U+6E1B U+51CF
渜 湪 U+6E1C U+6E6A
渢 沨 U+6E22 U+6CA8
渤 㴾 U+6E24 U+3D3E
渴 𣊅 U+6E34 U+23285
渴 渇 U+6E34 U+6E07
渴 㵣 U+6E34 U+3D63
游 㳺 U+6E38 U+3CFA
游 逰 U+6E38 U+9030
渹 𥔀 U+6E39 U+25500
湄 𣾨 U+6E44 U+23FA8
湊 凑 U+6E4A U+51D1
湎 䤄 U+6E4E U+4904
湔 𣾅 U+6E54 U+23F85
湛 㴴 U+6E5B U+3D34
湩 𠄉 U+6E69 U+20109
湫 湬 U+6E6B U+6E6C
溈 潙 U+6E88 U+6F59
溉 漑 U+6E89 U+6F11
源 厵 U+6E90 U+53B5
源 𠫒 U+6E90 U+20AD2
準 凖 U+6E96 U+51D6
溘 𣹆 U+6E98 U+23E46
溜 澑 U+6E9C U+6F91
溢 㳑 U+6EA2 U+3CD1
溪 渓 U+6EAA U+6E13
溫 温 U+6EAB U+6E29
溯 㴑 U+6EAF U+3D11
溯 遡 U+6EAF U+9061
溲 𣸈 U+6EB2 U+23E08
溳 涢 U+6EB3 U+6DA2
溶 𣵞 U+6EB6 U+23D5E
溺 氼 U+6EBA U+6C3C
溺 𤀂 U+6EBA U+24002
溺 㲻 U+6EBA U+3CBB
溺 𣲙 U+6EBA U+23C99
溺 𡲳 U+6EBA U+21CB3
滂 𣶢 U+6EC2 U+23DA2
滄 𣳁 U+6EC4 U+23CC1
滅 𣸵 U+6EC5 U+23E35
滅 烕 U+6EC5 U+70D5
滈 𤀰 U+6EC8 U+24030
滋 𦱳 U+6ECB U+26C73
滋 𣳯 U+6ECB U+23CEF
滑 磆 U+6ED1 U+78C6
滫 𣺫 U+6EEB U+23EAB
滯 𣻉 U+6EEF U+23EC9
滲 㵕 U+6EF2 U+3D55
滴 𤁷 U+6EF4 U+24077
滴 𣾪 U+6EF4 U+23FAA
滾 滚 U+6EFE U+6EDA
滾 𣽙 U+6EFE U+23F59
滿 𡈪 U+6EFF U+2122A
滿 満 U+6EFF U+6E80
漁 䱷 U+6F01 U+4C77
漁 𩼪 U+6F01 U+29F2A
漁 䰻 U+6F01 U+4C3B
漂 𣿖 U+6F02 U+23FD6
漂 㵱 U+6F02 U+3D71
漆 㯃 U+6F06 U+3BC3
漇 𢳜 U+6F07 U+22CDC
漊 溇 U+6F0A U+6E87
漏 𢉀 U+6F0F U+22240
漢 㵄 U+6F22 U+3D44
漦 𣺶 U+6F26 U+23EB6
漩 㳬 U+6F29 U+3CEC
漫 澷 U+6F2B U+6FB7
漬 𣿙 U+6F2C U+23FD9
漬 洓 U+6F2C U+6D13
漭 𣾘 U+6F2D U+23F98
漱 潄 U+6F31 U+6F44
漻 㵳 U+6F3B U+3D73
漻 𣽓 U+6F3B U+23F53
漿 𤕯 U+6F3F U+2456F
潀 潨 U+6F40 U+6F68
潑 𣸍 U+6F51 U+23E0D
潑 溌 U+6F51 U+6E8C
潔 㓗 U+6F54 U+34D7
潕 㵲 U+6F55 U+3D72
潘 𤄜 U+6F58 U+2411C
潛 濳 U+6F5B U+6FF3
潛 潜 U+6F5B U+6F5C
潝 㴔 U+6F5D U+3D14
潦 𣿳 U+6F66 U+23FF3
潸 澘 U+6F78 U+6F98
潸 𣽽 U+6F78 U+23F7D
潺 潹 U+6F7A U+6F79
澀 𣾫 U+6F80 U+23FAB
澀 𣹣 U+6F80 U+23E63
澀 濇 U+6F80 U+6FC7
澀 澁 U+6F80 U+6F81
澀 𣴻 U+6F80 U+23D3B
澀 𤁍 U+6F80 U+2404D
澀 瀒 U+6F80 U+7012
澀 𡉔 U+6F80 U+21254
澀 渋 U+6F80 U+6E0B
澀 歮 U+6F80 U+6B6E
澆 𣻏 U+6F86 U+23ECF
澍 㴻 U+6F8D U+3D3B
澗 㵎 U+6F97 U+3D4E
澗 磵 U+6F97 U+78F5
澗 𡼥 U+6F97 U+21F25
澗 𡼏 U+6F97 U+21F0F
澤 沢 U+6FA4 U+6CA2
澤 㚖 U+6FA4 U+3696
澮 巜 U+6FAE U+5DDC
澹 𣽃 U+6FB9 U+23F43
濔 沵 U+6FD4 U+6CB5
濛 靀 U+6FDB U+9740
濜 浕 U+6FDC U+6D55
濟 𣸫 U+6FDF U+23E2B
濟 㴉 U+6FDF U+3D09
濡 𣽈 U+6FE1 U+23F48
濬 𤃒 U+6FEC U+240D2
濬 𤀹 U+6FEC U+24039
濱 濵 U+6FF1 U+6FF5
濱 𨽗 U+6FF1 U+28F57
瀆 凟 U+7006 U+51DF
瀆 涜 U+7006 U+6D9C
瀉 㵼 U+7009 U+3D7C
瀏 嚠 U+700F U+56A0
瀑 𤄗 U+7011 U+24117
瀛 𤅀 U+701B U+24140
瀝 𤁋 U+701D U+2404B
瀨 瀬 U+7028 U+702C
瀰 㳽 U+7030 U+3CFD
瀱 𦌧 U+7031 U+26327
瀲 㶑 U+7032 U+3D91
瀸 瀐 U+7038 U+7010
瀹 𤅰 U+7039 U+24170
瀺 𤀧 U+703A U+24027
灉 㴩 U+7049 U+3D29
灊 𤄵 U+704A U+24135
灊 𤅬 U+704A U+2416C
灌 潅 U+704C U+6F45
灒 濽 U+7052 U+6FFD
灞 㶚 U+705E U+3D9A
灠 𤂺 U+7060 U+240BA
灨 𣹟 U+7068 U+23E5F
灩 灧 U+7069 U+7067
火 㶡 U+706B U+3DA1
火 𤆄 U+706B U+24184
灰 灰 U+7070 U+2F835
灶 竈 U+7076 U+7AC8
灼 烵 U+707C U+70F5
災 𦸜 U+707D U+26E1C
災 𤆎 U+707D U+2418E
災 烖 U+707D U+70D6
災 𢎇 U+707D U+22387
災 𡿧 U+707D U+21FE7
災 𤆋 U+707D U+2418B
災 𤆲 U+707D U+241B2
災 𤉣 U+707D U+24263
災 灾 U+707D U+707E
炒 𤌉 U+7092 U+24309
炒 𤌽 U+7092 U+2433D
炒 𤈓 U+7092 U+24213
炒 𤈗 U+7092 U+24217
炙 䏑 U+7099 U+43D1
炙 𦜡 U+7099 U+26721
炯 𤈍 U+70AF U+2420D
炱 𤆃 U+70B1 U+24183
炱 𤐽 U+70B1 U+2443D
為 爲 U+70BA U+7232
為 为 U+70BA U+4E3A
烈 煭 U+70C8 U+716D
烋 𠹎 U+70CB U+20E4E
烝 㷥 U+70DD U+3DE5
烹 𩱋 U+70F9 U+29C4B
烽 㷭 U+70FD U+3DED
焉 𤇟 U+7109 U+241DF
焚 𡘽 U+711A U+2163D
焚 㷊 U+711A U+3DCA
焚 𤆶 U+711A U+241B6
無 𠘩 U+7121 U+20629
無 㷻 U+7121 U+3DFB
焦 𤓪 U+7126 U+244EA
焦 𤓬 U+7126 U+244EC
焦 𤊙 U+7126 U+24299
焰 熖 U+7130 U+7196
焰 𤒦 U+7130 U+244A6
焰 焔 U+7130 U+7114
焰 燄 U+7130 U+71C4
焰 𤒥 U+7130 U+244A5
焰 𦥿 U+7130 U+2697F
焰 㷔 U+7130 U+3DD4
焰 𤒡 U+7130 U+244A1
然 𤓉 U+7136 U+244C9
煉 錬 U+7149 U+932C
煎 𤋎 U+714E U+242CE
煖 𤌢 U+7156 U+24322
煙 𤎆 U+7159 U+24386
煙 𡨾 U+7159 U+21A3E
煙 菸 U+7159 U+83F8
煙 烟 U+7159 U+70DF
煙 𤇆 U+7159 U+241C6
煙 㷑 U+7159 U+3DD1
煙 𠖣 U+7159 U+205A3
煙 𡇽 U+7159 U+211FD
煙 𠖜 U+7159 U+2059C
煙 𤊗 U+7159 U+24297
煙 𤏯 U+7159 U+243EF
煙 𤎟 U+7159 U+2439F
煚 煛 U+715A U+715B
煞 𤍁 U+715E U+24341
煢 焭 U+7162 U+712D
煢 㒌 U+7162 U+348C
煢 㷀 U+7162 U+3DC0
煢 𠌻 U+7162 U+2033B
煥 烉 U+7165 U+70C9
照 𤋜 U+7167 U+242DC
煮 䰞 U+716E U+4C1E
煮 𤌄 U+716E U+24304
煮 煑 U+716E U+7151
熇 燺 U+7187 U+71FA
熊 𪏛 U+718A U+2A3DB
熏 𡼡 U+718F U+21F21
熏 𤑕 U+718F U+24455
熙 熈 U+7199 U+7188
熙 煕 U+7199 U+7155
熟 𡒒 U+719F U+21492
熟 𡦦 U+719F U+219A6
熟 𤎼 U+719F U+243BC
熨 𣂊 U+71A8 U+2308A
熬 𪌑 U+71AC U+2A311
熯 㸁 U+71AF U+3E01
熱 𪌌 U+71B1 U+2A30C
熱 𤍠 U+71B1 U+24360
熱 𤍽 U+71B1 U+2437D
熸 𤒯 U+71B8 U+244AF
熸 𤏖 U+71B8 U+243D6
熹 熺 U+71B9 U+71BA
熾 𤎷 U+71BE U+243B7
熾 𧹹 U+71BE U+27E79
燁 㒯 U+71C1 U+34AF
燄 𦦨 U+71C4 U+269A8
燅 𤏝 U+71C5 U+243DD
燅 𤍙 U+71C5 U+24359
燈 灯 U+71C8 U+706F
燎 𤊽 U+71CE U+242BD
燐 㷠 U+71D0 U+3DE0
燐 粦 U+71D0 U+7CA6
燕 㷼 U+71D5 U+3DFC
燕 䴏 U+71D5 U+4D0F
燕 𪈏 U+71D5 U+2A20F
燠 灹 U+71E0 U+7079
燠 𣋉 U+71E0 U+232C9
燥 𤍜 U+71E5 U+2435C
燥 𤏟 U+71E5 U+243DF
燧 𤎩 U+71E7 U+243A9
燧 𤑾 U+71E7 U+2447E
燧 㸂 U+71E7 U+3E02
燬 𤈦 U+71EC U+24226
燬 𤌋 U+71EC U+2430B
燮 爕 U+71EE U+7215
燼 㶳 U+71FC U+3DB3
燽 𤐭 U+71FD U+2442D
爆 𤒺 U+7206 U+244BA
爆 𤓊 U+7206 U+244CA
爇 𤑔 U+7207 U+24454
爇 𤋲 U+7207 U+242F2
爐 炉 U+7210 U+7089
爓 𤓁 U+7213 U+244C1
爛 𤏐 U+721B U+243D0
爝 𤓡 U+721D U+244E1
爨 𤓥 U+7228 U+244E5
爨 㸑 U+7228 U+3E11
爨 𣡿 U+7228 U+2387F
爨 𠆡 U+7228 U+201A1
爨 𤑖 U+7228 U+24456
爩 𤓭 U+7229 U+244ED
爪 㕚 U+722A U+355A
爭 𠫩 U+722D U+20AE9
爭 争 U+722D U+4E89
爭 𠄙 U+722D U+20119
爵 𩰥 U+7235 U+29C25
爵 𠙘 U+7235 U+20658
爺 𤕓 U+723A U+24553
爽 𡘖 U+723D U+21616
爽 𠙠 U+723D U+20660
爽 𤕤 U+723D U+24564
爾 尔 U+723E U+5C14
爿 𤕪 U+723F U+2456A
牁 牱 U+7241 U+7271
牂 䍧 U+7242 U+4367
牆 𡓜 U+7246 U+214DC
牆 墻 U+7246 U+58BB
牆 𤖠 U+7246 U+245A0
牆 𤖣 U+7246 U+245A3
牆 𢉈 U+7246 U+22248
牆 𤖧 U+7246 U+245A7
牋 椾 U+724B U+693E
牌 𤗋 U+724C U+245CB
牒 𤗊 U+7252 U+245CA
牙 𤘈 U+7259 U+24608
牟 𢃷 U+725F U+220F7
牢 𡘠 U+7262 U+21620
牧 𤘴 U+7267 U+24634
物 𢪱 U+7269 U+22AB1
牴 𤘳 U+7274 U+24633
牸 㹀 U+7278 U+3E40
牽 摼 U+727D U+647C
犀 𡱝 U+7280 U+21C5D
犁 犂 U+7281 U+7282
犕 𤙳 U+7295 U+24673
犖 𡁆 U+7296 U+21046
犛 𤚐 U+729B U+24690
犛 牦 U+729B U+7266
犛 𤛆 U+729B U+246C6
犧 犠 U+72A7 U+72A0
犯 𢒿 U+72AF U+224BF
狂 𢚇 U+72C2 U+22687
狉 𤞜 U+72C9 U+2479C
狎 𠇺 U+72CE U+201FA
狐 𧲲 U+72D0 U+27CB2
狐 䝖 U+72D0 U+4756
狒 𥝈 U+72D2 U+25748
狖 㹨 U+72D6 U+3E68
狗 㺃 U+72D7 U+3E83
狡 𤟋 U+72E1 U+247CB
狻 䝜 U+72FB U+475C
猋 飇 U+730B U+98C7
猒 𤡜 U+7312 U+2485C
猘 𤝼 U+7318 U+2477C
猛 𠩜 U+731B U+20A5C
猶 犹 U+7336 U+72B9
猿 𤟗 U+733F U+247D7
猿 𤠔 U+733F U+24814
猿 𧳭 U+733F U+27CED
猿 猨 U+733F U+7328
猿 𤠔 U+733F U+2F927
猿 𤝌 U+733F U+2474C
獂 䝠 U+7342 U+4760
獄 𡈭 U+7344 U+2122D
獎 奖 U+734E U+5956
獎 奬 U+734E U+596C
獎 㢡 U+734E U+38A1
獐 麞 U+7350 U+9E9E
獚 𤟡 U+735A U+247E1
獠 𤢸 U+7360 U+248B8
獠 䝤 U+7360 U+4764
獧 𨆈 U+7367 U+28188
獨 独 U+7368 U+72EC
獨 𤢜 U+7368 U+2489C
獬 𧴛 U+736C U+27D1B
獮 𤣔 U+736E U+248D4
獰 𤢆 U+7370 U+24886
獵 𤢪 U+7375 U+248AA
獵 猟 U+7375 U+731F
獵 猎 U+7375 U+730E
獸 獣 U+7378 U+7363
獺 㺚 U+737A U+3E9A
獻 献 U+737B U+732E
獼 狝 U+737C U+72DD
獾 貛 U+737E U+8C9B
玃 𤣓 U+7383 U+248D3
玄 𢆯 U+7384 U+221AF
玄 𤇡 U+7384 U+241E1
玄 𠵓 U+7384 U+20D53
玆 兹 U+7386 U+5179
玆 𢆶 U+7386 U+221B6
率 卛 U+7387 U+535B
玉 𤣪 U+7389 U+248EA
玕 𤥚 U+7395 U+2495A
玖 㺵 U+7396 U+3EB5
玟 珉 U+739F U+73C9
玟 䂥 U+739F U+40A5
玟 䃉 U+739F U+40C9
玨 㲄 U+73A8 U+3C84
玨 𤤴 U+73A8 U+24934
玫 㺳 U+73AB U+3EB3
玲 𤫩 U+73B2 U+24AE9
玳 瑇 U+73B3 U+7447
玻 𤤭 U+73BB U+2492D
珊 𤩀 U+73CA U+24A40
珌 㻫 U+73CC U+3EEB
珍 珎 U+73CD U+73CE
珍 錱 U+73CD U+9331
珒 𤦯 U+73D2 U+249AF
班 𤦦 U+73ED U+249A6
珮 𤧑 U+73EE U+249D1
琅 𤦴 U+7405 U+249B4
琉 璢 U+7409 U+74A2
琉 瑠 U+7409 U+7460
琖 𧣴 U+7416 U+278F4
琛 賝 U+741B U+8CDD
琢 𤥨 U+7422 U+24968
琦 𤦺 U+7426 U+249BA
琰 𤥎 U+7430 U+2494E
琳 玪 U+7433 U+73AA
琴 珡 U+7434 U+73E1
琺 珐 U+743A U+73D0
琿 𤦳 U+743F U+249B3
瑁 𤲰 U+7441 U+24CB0
瑁 㺺 U+7441 U+3EBA
瑁 𤦛 U+7441 U+2499B
瑙 𥖋 U+7459 U+2558B
瑙 碯 U+7459 U+78AF
瑙 𤤼 U+7459 U+2493C
瑟 㻎 U+745F U+3ECE
瑣 𤨏 U+7463 U+24A0F
瑵 𤨚 U+7475 U+24A1A
瑿 䃜 U+747F U+40DC
璁 𤥼 U+7481 U+2497C
璁 𤧚 U+7481 U+249DA
璃 瓈 U+7483 U+74C8
璊 㻊 U+748A U+3ECA
璞 𤩶 U+749E U+24A76
璡 琎 U+74A1 U+740E
璨 㻮 U+74A8 U+3EEE
璩 𤦲 U+74A9 U+249B2
璩 𤩁 U+74A9 U+24A41
環 𤨔 U+74B0 U+24A14
璵 玙 U+74B5 U+7399
璸 瑸 U+74B8 U+7478
璺 𤪭 U+74BA U+24AAD
璽 𤫆 U+74BD U+24AC6
璽 壐 U+74BD U+58D0
璿 䥧 U+74BF U+4967
瓊 𤫞 U+74CA U+24ADE
瓗 㼇 U+74D7 U+3F07
瓚 瓉 U+74DA U+74C9
瓢 㼼 U+74E2 U+3F3C
瓶 𦉇 U+74F6 U+2F973
瓶 𦉇 U+74F6 U+26247
瓶 缾 U+74F6 U+7F3E
瓶 䍈 U+74F6 U+4348
瓶 甁 U+74F6 U+7501
瓷 𦈱 U+74F7 U+26231
瓷 甆 U+74F7 U+7506
瓿 䍌 U+74FF U+434C
甀 䍋 U+7500 U+434B
甃 㼙 U+7503 U+3F19
甑 𩱭 U+7511 U+29C6D
甘 𠙿 U+7518 U+2067F
甘 𠙸 U+7518 U+20678
甚 𠯕 U+751A U+20BD5
甜 䑚 U+751C U+445A
甜 𩚣 U+751C U+296A3
甜 甛 U+751C U+751B
生 𤯓 U+751F U+24BD3
產 産 U+7522 U+7523
用 𠛁 U+7528 U+206C1
甯 寗 U+752F U+5BD7
甯 𡩋 U+752F U+21A4B
甲 𠇚 U+7532 U+201DA
申 𠭙 U+7533 U+20B59
申 𦥔 U+7533 U+26954
男 侽 U+7537 U+4FBD
甹 𣓐 U+7539 U+234D0
