# CB码, 原文字形, 近似字形, 正字, 组字式, 词频
25933,𪓹,,,[麼-ㄠ+黽],3
25504,𥜳,,,[社-土+攀],3
08485,𪴰,,,[若*欠],3
33793,筽,,,[竺-二+吳],3
14263,𭖸,,,[山/(白*ㄆ)],3
14244,𭛼,,,[彳*首],3
05493,𮋲,,,[耳*完],3
23778,𣎸,,,[木*了],3
14636,𭝇,,,[妢/心],3
14077,𮙨,,,[豸*付],3
05632,𮣢,,,[錨-田+(扁-戶+合)],3
04766,𭐌,,,[土*藍],3
14649,𭼮,,,[病-丙+睒],3
15021,𭘪,,,[巾*胃],3
17864,𪻧,,,[王*坴],3
04781,𮇛,,,[米*并],3
25320,,輒,,[車*耳*ㄑ],3
14259,𭋂,,,[蹟-止+十],3
15434,,𭲁,,[茫-亡+巫],3
13467,𭉹,,,[口*弓*(乏-之+虫)],3
31850,㐶,,,[仁-二+巳],3
13881,𭮊,,,[歹*(厂@(ㄙ*ㄙ))],3
13882,𭨐,,,[(烈-列+((ㄙ/?)*五))/日],3
26055,,𥥜,,[穾-大+犮],3
04803,𮆰,,,[竺-二+裨],3
22708,𪌧,,,[麩-夫+吉],3
14373,𭸿,,,[王*戊],3
31980,,麁,,[刀/鹿],3
01987,𮝗,,,[車*歹*欠],3
04787,𮛣,,,[叔/足],3
14488,𮜙,,,[跳-兆+業],3
21819,詓,,,[言*去],3
13367,𮭏,,,[(阿-可+(素-糸+夕))*鳥],3
22737,𧀓,,,[苨-匕+婁],3
13875,𭕪,,,[尸@(帥-(白-日))],3
06097,𭩝,,,[杵-十+匕],3
13868,𮁝,,,[旭-日+示],3
25142,𢺰,,,[打-丁+靈],3
13080,,𣬉,毗,[(向-口+人)/比],3
07701,,䠝,,[跳-兆+(ㄙ/貝)],3
22670,𨲌,,,[肆-聿+爭],3
24657,𫾣,,,[高*支],3
06141,,𧫕,,[證-豆+示],3
24248,𦨟,,,[舟*支],3
06168,,,㥚,[怡-台+(由/卜)],3
24093,𥦝,,,[穴/林],3
00953,,冒,,[日/目],3
25123,𢴢,,,[打-丁+賁],3
06106,𮆄,,,[竺-二+惟],3
15742,𪷇,,,[泳-永+剪],3
21150,𬒳,,,[示*皮],3
25981,㧾,,,[撼-咸+勿],3
17668,𮃣,,,[禾*魚],3
27814,𭰗,,,[泳-永+(素-糸+ㄆ)],3
25082,𢫯,,,[打-丁+伏],3
06125,𮞫,,,[這-言+苑],3
13957,𭙦,,,[序-予+复],3
13774,𭰭,,,[其/水],3
01952,𭕖,,,[尸@(犮-乂+又)],3
13968,𮨬,,,[颱-台+辛],3
14523,,𠃡,,[乏-之+(└*几)],3
23238,,,,[𥮫-竹],3
13938,𬜭,,,[卄/宅],3
00960,𭠦,,,[捺-示+干],3
01944,𭋪,,,[口*慱],3
28333,,𩌯,,[(草-日+口)*(栗-木+凡)],3
09284,,𩣬,,[馬*(中/又)],3
23773,,髄,,[月*迶],3
02011,𭫦,,,[榛-禾+糸],3
14455,𪻆,,,[狂-王+鬼],3
24149,𭮓,,,[死/皿],3
02001,𤵁,,,[病-丙+止],3
25836,,,髨,[肆-聿+元],3
02014,𭯁,,,[辭-辛+殳],3
13964,𮩤,,,[堅-土+首],3
13952,𮮿,,,[齒*寸],3
13981,𮎬,,,[蒎-(泳-永)],3
24127,𡋍,,,[共/土],3
09391,,穅,,[禾*(唐-口+米)],3
13987,𮑨,,,[萩-火+(日/月)],3
04830,𭶾,,,[爿*丈],3
09822,,𨤦,,[(凵@口)/田/(夙-歹+(舉-與))],3
11977,𫋀,,,[虫*宋],3
06331,𫢈,,,[仞-、],3
13084,,𭉾,,[口*(尃-用+田)],3
07858,,𫅣,,[元*羽],3
04818,𭘩,,,[巾*昜],3
08946,𫋳,,,[袖-由+方],3
08947,𮖀,,,[袖-由+亥],3
00898,𮉌,,,[糸*筵],3
00936,𮙧,,,[豸*冗],3
14657,𮒕,,,[葒-工+妾],3
11367,,𠴏,,[哎-乂+(└@人)],3
23731,,𣇣,,[曰/且],3
00935,𭂻,,,[凵@(缶-午+千)],3
32460,𪞚,,,[冰-水+尺],3
13873,𭱔,,渰,[溥-甫+合],3
10578,𬍽,,,[王*員],3
13760,𮙇,,,[言*龍],3
08455,,𠸿,,[直*召],3
04848,𫇷,,,[卄/考],3
09547,,㫁,,[(└@(止/貝))*斤],3
08794,,𨞔,,[邑*出*邑],3
23509,𡏱,,,[土*累],3
24761,𮨟,,,[豢*頁],3
09912,,敝,,[敲-高+((敝-ㄆ)-?+?)],3
13663,𭱣,,,[泳-永+夏],3
09568,,𦎫,,[高/((卄*├)/干)],3
05719,𭨱,,,[利-禾+(月*弓)],3
24227,𦔺,,,[耳*山],3
14139,𭦒,,,[日*究],3
14145,𭾶,,,[目*究],3
09435,,,溺,[泳-永+(苟*苟)],3
10311,,瘭,,[爿-〡+(序-予+票)],3
23823,櫘,,,[木*慧],3
14175,𪭥,,,[打-丁+左],3
00009,𮥘,𡺲,峻,[阿-可+(山/(峻-山))],3
09484,,𢟡,,[慌-巟+(ㄆ/用)],3
09234,,㙂,,[土*(公/儿)],3
07912,,,肺,[肉*巿],3
26787,,鶹,,[(哭-犬+田)*鳥],3
09854,,,報,[(((嘹-口)-小)-日+羊)*(眉-目+又)],3
10977,𠲥,,,[吼-子+示],3
14205,𮫣,,,[魅-未+炎],3
05725,𭳔,,,[泳-永+(肄-聿+(棣-木))],3
23489,𫭡,,,[土*片],3
14161,𮗩,,,[角*瓦],3
09956,,𦼰,,[木*(葛-人+乂)],3
13496,𭙭,,,[序-予+差],3
14201,𮟙,,,[這-言+截],3
05702,𬇨,,,[泳-永+志],3
14226,,𦌼,,[(ㄇ@(企-止))/龍],3
22456,𪄈,,,[鳥*秦],3
14321,𮛰,,,[跳-兆+奓],3
14493,𫫌,,,[韶-日+口],3
22599,㲺,,,[泳-永+七],3
22455,𪀌,,,[鳥*甲],3
08518,,𢿏,,[票*支],3
12666,,𡲬,屈,[尸@(水/出)],3
22233,𡀛,,,[口*雽],3
14230,𭿆,,,[瞄-田+((└@乂)/儿)],3
13095,,犵,,[狂-王+(├/乙)],3
12811,,,䬽,[飢-几+(公/儿)],3
14191,𭱿,,,[泳-永+圊],3
14150,𫁒,,,[穴/隹],3
14170,,旹,時,[山/一/日],3
14165,𮤌,,,[門@瓜],3
24273,𧌼,,,[虫*到],3
14215,𭝸,,,[(百*殳)/心],3
14157,𮔫,,,[虫*晃],3
14338,𭀏,,,[仁-二+(病-丙+猒)],3
27211,,㥂,,[怡-台+(得-彳)],3
05722,𮊝,,,[罽-(利-禾)+毛],3
08293,𮁡,,,[示*冘],3
14168,𭒱,,,[賏/安],3
14137,𪪳,,,[公/廾],3
14142,𭶎,,,[火*葛],3
05723,𭞜,,,[怡-台+(少/日/小)],3
25475,𥘚,,,[社-土+心],3
02644,𮥀,,,[阿-口+日],3
13731,𭷅,,特,[爿*寺],3
05143,𮐺,,,[卄/(戊@((甬-用)/皿))],3
10265,,𧋝,,[蝶-世+云],3
13517,𮋥,,,[耒*末],3
13526,𭿻,,,[鎖-金+矛],3
22928,,𮓦,,[乎*(虎-儿+巾)],3
14225,𮝟,,,[輜-田+(离-禸)],3
13891,𮁧,,,[示*冊],3
13419,,𥎘,,[予*需],3
14313,𭞟,,,[怡-台+第],3
09871,𫧍,,,[匚@日],3
14036,𮂫,,,[示*(篾-戍+(冗-几+伐))],3
13186,,癅,,[臧-(戊@臣)+(厂@(堊-王+田))],3
03930,,𭊪,,[口*(揭-人+乂)],3
14329,,𡡽,,[婻-十+合],3
01146,𮄕,,,[穴/(爿*身)],3
22369,𧋛,,,[求/虫],3
17464,𭁎,,,[公*且],3
22423,𥝀,,,[禹*也],3
22993,𦝓,,,[胴-(一/口)+米],3
23560,,娽,,[女*彔],3
22943,𥺳,,,[米*(口/└/月)],3
26250,,𩢽,,[(工*几)/馬],3
25872,䠣,,,[跳-兆+巽],3
14298,𭕻,,,[居*僉],3
03937,𮜸,,,[身*(尤-尢+曳)],3
04326,,𠼢,,[口*(強-ㄙ+口)],3
07421,𭀄,,,[仁-二+寫],3
14327,𭒬,,,[媕-廾+南],3
17617,𤦫,,,[王*夌],3
14296,𭆮,,,[谷/又],3
14278,𭌾,,,[口*藺],3
24044,磰,,,[石*善],3
01596,𮚂,,,[栽-木+貝],3
01609,𭲐,,,[尉/水],3
31952,𣨒,,,[歹*系],3
15986,筸,,,[竺-二+早],3
25457,溭,,,[泳-永+畟],3
32081,𮃛,,稽,[(禾*尤)/〦/日],3
27738,,,拷,[打-丁+(孝-子+丁)],3
26652,𧛨,,,[商/(衣-〦)],3
25501,𥛦,,,[社-土+票],3
25088,𢭝,,,[打-丁+忍],3
22307,𢘡,,,[生/心],3
01582,𮅭,,,[竺-二+架],3
26963,𦙳,,,[月*(乞-乙+小)],3
01568,𭣶,𢽧,,[周*ㄆ],3
23818,𣙿,,,[木*費],3
28365,,𮊵,,[亡/(罩-卓+(羊*月*几))],3
25183,𦓏,,,[旭-日+而],3
01550,𭔊,,,[穴/日/(儿@ㄙ)],3
27356,𤸰,,,[病-丙+(彳*隹)],3
01638,𭳫,,,[潾-米+羔],3
01574,𭲯,,,[泳-永+(八/北/土/口)],3
23490,坸,,,[土*句],3
26425,,,,[口*𠦝],3
24197,𫃻,,,[糸*容],3
26668,,盔,,[厂@(火/皿)],3
14700,,𮕟,,[血*(瓜-、)],3
13931,𭷫,,,[牛*((雪-雨)/句)],3
13925,,𩖛,,[颱-台+几],3
13887,𪼟,,,[王*犀],3
05875,,虥,,[虥-儿+巾],3
05867,㶚,,,[灞-雨+襾],3
13894,𮈳,,,[糸*隻],3
13898,𮘼,,,[言*暑],3
13890,𮀏,,,[石*叵],3
13902,𮙡,,,[軍*豕],3
13888,𭇱,,,[召*分],3
13689,秡,,,[禾*(犮-乂+又)],3
13696,𭊠,,,[口*絁],3
24255,䑲,,,[舟*卓],3
22771,,𥏳,,[(〦/米)*矣],3
23479,𡄑,,,[口*韱],3
04682,,𫗝,,[飢-几+監],3
25697,𩜼,,,[飢-几+者],3
04691,𮢋,,,[金*(由/廾)],3
23199,,羂,,[(ㄇ@(企-止))/(紿-口+月)],3
22542,捛,,,[打-丁+呂],3
30958,𬽄,,,[〦/火],3
30866,𭕒,,就,[(〦/日/((烈-列)-、))*(玉-王+尢)],3
23797,棿,,,[木*兒],3
30672,,愸,,[((〦/米)*力)/心],3
23559,㜺,,,[女*贊],2
26119,䮠,,,[稫-禾+馬],2
22217,𦳁,,,[卄/秏],2
22247,㜰,,,[女*樂],2
23554,𡠄,,,[女*烏],2
22310,𤱃,,,[田*木],2
23378,𣢄,,,[ㄠ*欠],2
25134,𢷺,,,[打-丁+賣],2
22528,𠍃,,,[仁-二+飢],2
21012,𪻞,,,[王*亥],2
24472,𪂖,,,[服/鳥],2
25375,𢢓,,,[怡-台+雍],2
22546,𢯙,,,[打-丁+知],2
13587,𮬿,,,[(缶-十+?)*鳥],2
25685,𧼚,,,[起-巳+卷],2
24719,𪊫,,,[鹿/而],2
13582,𭷝,,,[牛*包],2
27357,𭼶,,,[病-丙+(猒/土)],2
27861,𤶆,,,[病-丙+(巢-果+山)],2
23955,䲿,,,[尼*鳥],2
24181,絾,,,[糸*成],2
23543,娰,,,[女*似],2
25116,𢵫,,,[打-丁+奠],2
24600,𩋏,,,[革*念],2
24513,𨭿,,,[金*鼠],2
23591,岅,,,[山*反],2
24412,𨌑,,,[車*辰],2
25975,𪌝,,,[麩-夫+戉],2
23206,,𤩁,,[王*(皮-(〡/又)+(王/匆))],2
25460,𣽒,,,[泳-永+貰],2
14588,𮟍,,,[這-言+啼],2
31885,,蘇,,[卄/((羔-王+田)*禾)],2
23844,𣧀,,,[歹*勺],2
25144,𢫒,,,[打-丁+氶],2
22555,𢹝,,,[打-丁+霝],2
15621,𫋤,,,[虫*壽],2
32384,,靍,,[雨/((矢-人+隹)*鳥)],2
21760,㵝,,,[泳-永+裔],2
22619,䦽,,,[阿-可+予],2
16939,𭞫,,,[愍-民+幸],2
22556,𥐫,,,[石*┤*├],2
22550,𢴣,,,[打-丁+曾],2
22650,,𢿅,,[條-木+足],2
23306,,芑,,[卄/已],2
23183,𣺧,,,[泳-永+(采-木+(一/山))],2
22312,𣐩,,,[白/木],2
23332,,菜,,[卄/采],2
24427,𨠋,,,[酉*瓜],2
26294,𪄙,,,[(目*目)/鳥],2
17594,,鷝,,[鳥*畢],2
17595,,𪈰,,[鳥*羅],2
21093,𮧫,,,[革*備],2
25067,𭠎,,,[打-丁+又],2
16940,𮮂,,,[麩-夫+薛],2
23824,櫒,,,[木*蔡],2
32402,㴨,,,[泳-永+朕],2
27790,𢖾,,,[怡-台+(白-日+几)],2
31278,,柗,松,[木*(美-(王/大)+口)],2
15913,,鵮,,[(夕/臼)*鳥],2
26953,,𢨾,,[戶@(乏-之+犮)],2
29186,𢩭,,,[打-丁+寸],2
17571,𮫃,,,[髟/老],2
14229,𭧣,,,[(烈-列+(天*天))/日],2
21849,𢘸,,,[怡-台+(絳-糸)],2
15709,,𧖴,,[爪*血],2
17952,𮀉,,,[(止/矢)*余],2
21597,𫉍,,,[卄/麥],2
17908,𪮾,,,[打-丁+(鹿/木)],2
21622,,𤂮,,[泳-永+雁],2
24807,㸏,,,[靡/火],2
25900,,薎,,[夢-夕+成],2
27368,𩩀,,,[骨*(巢-果+山)],2
26285,,鹹,,[(占@必)*咸],2
23832,㯅,,,[木*庳],2
28637,𨓝,,,[這-言+(色-巴+(冗-几+巾))],2
25357,𢜞,,,[怡-台+來],2
25489,䄈,,,[社-土+豆],2
28102,𭮟,,,[歹*(舄-臼+(十/田))],2
25647,𤷘,,,[病-丙+卓],2
15701,㊍,,,[○@木],2
22643,𩜱,,,[飢-几+甚],2
22527,㑫,,,[仁-二+念],2
25644,𤶝,,,[病-丙+忍],2
24123,尡,,,[光*昆],2
23333,𦲸,,,[卄/雨],2
26472,,𪰪,,[日*(〦/米)],2
22948,𠚶,,,[利-禾+(打-丁)],2
27291,𨴟,,,[門@(仁-二+斤)],2
25977,𭊔,,,[噬-巫+犮],2
24106,,𥦆,,[穴/祋],2
28877,,𧌡,,[虱-(乏-之+虫)+((乏-之+虫)*(乏-之+虫))],2
22094,,𠺕,,[口*(堊-王+田)],2
26137,𥃁,,,[盩-ㄆ+糸],2
24300,𭇺,,,[吹/口],2
25125,𢷊,,,[打-丁+遂],2
23033,𤌈,,,[烋-木+(ㄆ/田)],2
24192,䋼,,,[糸*盈],2
25220,𣐁,,,[孛-子+木],2
23081,,剠,,[利-禾+(京-口+日)],2
22286,𣬄,,,[比/分],2
24462,𮨏,,,[尚*頁],2
14022,𮍤,,,[璺-玉+至],2
25884,𨇽,,,[跳-兆+羅],2
22592,𢗿,,,[怡-台+末],2
23035,𦬣,,,[茼-(一/口)+又],2
14084,𭯹,,,[泳-永+卬],2
24975,,𤰫,,[山/一/田],2
22865,𩏄,,,[韋*(ㄆ/田)],2
27811,,,溜,[泳-永+(哭-犬+田)],2
22330,䄺,,,[禾*夷],2
22642,𩛡,,,[飢-几+良],2
24634,䮀,,,[馬*包],2
22335,䋕,,,[任/糸],2
24658,鶮,,,[高*鳥],2
25328,𠇆,,,[佰-白+巾],2
24010,𥆡,,,[目*含],2
25821,𪯥,,,[瑟-必+文],2
24206,𦇑,,,[糸*摩],2
25929,𩖧,,,[颱-台+火],2
25634,疜,,,[病-丙+下],2
23802,𬃉,,,[木*舍],2
27717,,𠕵,,[冗-几+(十-〡+几)],2
22820,,𣍿,,[月*(〦/米)],2
13559,𭚊,,,[鷹-倠+北],2
22711,𧨜,,,[謂-田+ㄙ],2
23060,,鵯,,[(卑-(白-日))*鳥],2
23151,鬀,,,[肆-聿+((彰-章)/弟)],2
29783,,𥟵,稽,[(禾*丸)/〦/日],2
22847,粋,,,[米*(九/十)],2
01459,𮆱,,,[竺-二+憎],2
22827,,𣧑,,[歹*(凵@又)],2
30406,,𢣢,,[(毤-公+田)-毛+劦],2
30571,𮜷,,,[身*(由/ㄅ)],2
14266,,𭥅,,[方*(葛-人+乂)],2
30391,𮀭,,,[石*品],2
30651,𮔟,,,[蝶-世+巨],2
30829,,𭕒,,[(烈-列+(〦/日))*尤],2
22346,䋻,,,[糸*南],2
30009,𣿨,,,[泳-永+(角*羊)],2
29635,,,𤃀,[泳-永+(肄-聿+余)],2
29271,𤺆,,,[病-丙+異],2
29191,拧,,,[打-丁+宁],2
22383,䝰,,,[貝*寺],2
30162,𪴛,,,[木*隸],2
22606,𤅢,,,[泳-永+蘥],2
29153,𪅴,,,[惡*鳥],2
22869,䮠,,,[馬*(幅-巾)],2
16699,𢘀,,,[怡-台+(犮-乂+又)],2
23138,,螕,,[虫*((向-口+人)/比)],2
17931,𮃧,,,[禾*商],2
17516,,𮕹,,[〦/(馬-(烈-列)+衣)],2
15495,𬮉,,,[門@出],2
22664,㮰,,,[媲-女+木],2
22904,,𨕑,,[└@𧆞],2
22868,,騞,,[馬*(生/石)],2
22544,㧶,,,[打-丁+身],2
22308,𥑦,,,[生/石],2
22834,𥅣,,,[目*(尸@工)],2
22722,𧕠,,,[蠢-春+眾],2
22595,𢜰,,,[怡-台+弇],2
22382,𧵐,,,[貝*疋],2
22265,,暞,,[日*臬],2
22502,,𠑘,,[傎*真],2
22612,𥲑,,,[竺-二+曼],2
22937,,碟,,[石*(十/卄/木)],2
22343,糣,,,[米*朁],2
23063,,楫,,[木*((└@口)/月)],2
22628,,羑,,[恙-心+ㄆ],2
33311,𫞜,,滿,[泳-永+((並-(前-刖))-一+雨)],2
16672,𫘕,,,[馬*兼],2
31767,,,斂,[歛-(人*人)+(烈-列)],2
31693,,釋,,[米*(白-日+睪)],2
31745,,,膚,[皮-(〡/又)+(王/胃)],2
20156,,㵧,,[泳-永+(葛-(└@人)+匕)],2
17618,𭽍,,,[白*方],2
27164,,𤢠,,[狂-王+(山/曷)],2
25603,𡰁,,,[虺-虫+重],2
23540,𡛛,,,[女*出],2
25635,𤴶,,,[病-丙+士],2
24150,,鴛,,[死/鳥],2
23357,𧀮,,,[卄/敷],2
33139,,,錘,[金*(乖/山)],2
28228,,𩬚,,[肆-聿+((彰-章)/甘)],2
24235,𦗔,,,[耳*巢],2
26235,,𡉶,,[(土*弓)/一],2
27602,,𥛬,,[(土/示)*(又/米)],2
25997,𪡹,,,[聲-耳+口],2
25655,瘬,,,[病-丙+張],2
23227,,㿃,,[病-丙+((廿*廿)/(冗-几+巾))],2
24643,驋,,,[馬*發],2
24266,䖩,,,[虫*必],2
26497,𭪏,,,[木*(乃@古)],2
22373,𩓅,,,[角*頁],2
23846,𣧞,,,[歹*失],2
22629,,𤈕,,[烈-列+多],2
22931,㨉,,,[打-丁+(民/日)],2
22930,𢪄,,,[打-丁+(九/十)],2
27271,𥛏,,,[社-土+(旗-方)],2
24875,𣮕,,,[匊*毛],2
23592,㟠,,,[山*岡],2
24003,𪾧,,,[目*令],2
23595,嵭,,,[山*旁],2
25663,𤻖,,,[病-丙+鼻],2
24496,𮢁,,,[金*忌],2
24478,𭷧,,,[牧/牛],2
25661,癔,,,[病-丙+意],2
23672,,,戾,[戶@天],2
25638,㽻,,,[病-丙+支],2
14237,𭏘,,,[土*送],2
22547,𢯺,,,[打-丁+禹],2
14353,𭖍,,,[山/且],2
14264,𬼻,,,[予*(一/者)],2
07154,卌,,,[卅*十],2
24172,䊷,,,[糸*才],2
14235,𭎒,,,[土*寺],2
14238,𮈚,,,[糸*知],2
24966,,,矢,[乞-乙+夫],2
14253,𭿁,,,[啜-口+目],2
14250,𫂠,,,[竺-二+惠],2
14251,𮟭,,,[邱-丘+公],2
14499,𭏆,,,[坨-匕+兆],2
23545,𡜱,,,[女*忌],2
25070,抣,,,[打-丁+勻],2
13865,𭡍,,,[拜/下],2
25418,涭,,,[泳-永+受],2
13861,𮈗,,,[糸*固],2
13863,𮜾,,,[身*雚],2
06095,𫻏,,,[怡-台+辟],2
06129,𮊟,,,[罩-卓+縜],2
25120,𢵈,,,[打-丁+善],2
26481,,脂,,[月*(〦/日)],2
24608,𩐳,,,[音*頁],2
24552,䨠,,,[雨/曷],2
24362,䝄,,,[豆*雙],2
21246,𬇴,,,[泳-永+局],2
05933,𪣘,,,[土*吳],2
24584,𩔔,,,[禹*頁],2
23792,栕,,,[木*臣],2
30055,㭍,,,[(冰-水+七)/木],2
06144,,泝,,[洉-口+ㄒ],2
09341,,歾,,[(餐-食)-又+勿],2
12736,,殉,,[(餐-食)-又+旬],2
13950,𮬸,,,[鳥*宅],2
09666,𤑥,,,[火*(晏-女+(大/((犀-尸)-牛+十)))],2
13949,𭯂,,,[殺/采],2
13954,𮫅,,,[髟/糸],2
13983,,𤫇,,[王*(燕-北+比)],2
14407,𫒴,,,[金*客],2
13966,𮕿,,,[袖-由+名],2
13971,𭕃,,,[啀-口+專],2
13963,𮔖,,,[唆-口+虫],2
13962,𮥆,,,[阿-可+豕],2
00021,,䓲,,[卄/(仁-二+(公/几))],2
13939,𮎤,,,[卄/禸],2
13984,,𥦽,,[穴/(是-旦+日)],2
13985,𭲴,,,[泳-永+(文/韭)],2
10872,,齩,,[齒*元],2
13654,𭾲,,,[目*羽],2
12002,𫌾,,,[言*系],2
07659,𭋻,,,[口*(上/示)*余],2
16654,,詆,,[譧-兼+氏],2
00906,𭮬,,敏,[每*殳],2
14492,𬃣,,,[稱-禾+木],2
09927,𫵱,,,[山/十],2
13688,𬾜,,,[仁-二+(止/及)],2
13685,𮦙,,,[雨/使],2
13683,𭮇,,,[歹*申],2
13687,𫕁,,,[阿-可+吾],2
04913,𪟄,,,[利-禾+(朔-月)],2
13659,𫑳,,,[酉*丸],2
09787,,𤂸,,[泳-永+(高/((卄*├)/干))],2
23893,䪵,,,[牙*頁],2
09745,,𡎸,,[共-八+((中-〡+人)/土)],2
14192,𬕅,,,[竺-二+位],2
11614,,癕,,[爿-〡+(序-予+雍)],2
09390,,䅥,,[禾*(曷-人+乂)],2
11513,丽,,,[(麗-(一*一)+〦)-鹿],2
14200,𮖡,,,[袖-由+茵],2
14144,𭻇,,,[田*古],2
14143,𭷡,,,[牛*牢],2
09656,,歿,,[(餐-食)-又+(刀/又)],2
12241,,𪝀,,[仁-二+角],2
14207,𭬦,,,[樵-隹+倠],2
14209,𭐆,,,[翹-羽+見],2
14167,𮗒,,,[巠*見],2
14227,𭆱,,,[(焉-(烈-列))*及],2
11396,,𧖴,,[覛-見+皿],2
07489,,埍,,[埃-矢+月],2
09921,,,㞚,[尸@(乖-北+(凵@(人*人)))],2
14198,𮡽,,,[族-方+金],2
11106,𫗙,,,[飢-几+責],2
13977,𭬔,,,[木*(去/韭)],2
09988,𪾤,,,[目*戊],2
08322,,𣦻,,[(├/匚)*又],2
13429,𭕀,,,[壹*寸],2
11364,,㵭,,[泳-永+(者/火)],2
02878,𬬔,,,[金*疑],2
11842,𪳀,,,[木*音],2
13738,𭮞,,,[歹*(又/韭)],2
13737,𭂢,,,[冰-水+感],2
05709,𭜁,,,[徹-育+昔],2
13035,𮮑,黍,黍,[禾/尒],2
11019,𭞼,,,[怡-台+賈],2
05717,𮈟,,,[糸*(凵@米)],2
09091,𭍕,,,[嚶-女+鳥],2
05679,𭬰,,,[木*彊],2
09695,,𨓲,,[起-巳+(侃-(仁-二))],2
09027,𭣳,,敓,[敲-高+兌],2
09247,㫃,,,[方*(企-止)],2
08858,,𬽨,,[侮-母+〡],2
05716,𭵂,,,[婬-女+火],2
09720,,𡁟,,[口*(實-毌+(眉-目))],2
13381,𮈲,,,[鎖-金+糸],2
11246,,蠂,,[蠂-世+云],2
13379,𮄤,,,[穴/(革*(立/(可-一)))],2
04845,,𢑮,,[((雪-雨)/(雪-雨))*?],2
04844,𭵔,,,[火*(暴-(日/共)+夭)],2
04842,𭞲,,,[(尚*殳)/心],2
23549,𡞘,,,[女*妾],2
07233,𫃴,,,[糸*奐],2
09634,,𮝲,,[(ㄠ*車*ㄠ)/(└@乂)],2
08679,,𢐡,,[弓*丙*丙],2
04827,𬿣,,傲,[倩*ㄆ],2
09590,𮮵,,,[白/田/(十-一+└)],2
00793,,𭹻,,[王*眾],2
14694,,,膂,[胎-ㄙ+口],2
09653,𪏽,,,[(暴-(日/共)+夭)/甘],2
00749,,斸,欘,[(尸@(非/蜀))*斤],2
14375,𮨃,,,[囚*頁],2
07105,臽,,,[刀/臼],2
14464,𮥕,,,[阿-可+尃],2
14395,𫋧,,,[虫*廣],2
14559,𭋹,,,[口*(匕/示)*(企-止+米)],2
12939,𦽛,,,[葷-車+(袖-由+殳)],2
08037,,囟,,[囟-乂+人],2
14552,,𤻛,,[爿-〡+(序-予+截)],2
04812,𭩾,,,[木*(ㄙ/巴)],2
14699,,𭺇,,[王*(利/尒)],2
13460,𮛀,,,[起-巳+廣],2
13761,𭆊,,,[厂@耶],2
09939,𩿇,,,[戶*鳥],2
02738,𪡩,,,[口*炭],2
13452,𮭒,,,[累*鳥],2
04253,𫏂,,,[跳-兆+ㄆ],2
01182,𭛾,,,[徹-育+求],2
13387,𭺡,,,[交*瓦],2
01136,𭺬,,,[甘*旨],2
14339,𭒤,,,[女*(鬲-(一/口)+吞)],2
01117,𮬈,,,[(光*ㄆ)/魚],2
01148,𮉝,,,[糸*邊],2
24036,𥑮,,,[石*古],2
13628,𭂱,,,[夙-歹+有],2
13618,𮀨,,,[石*妾],2
14578,𮤒,,,[門@青],2
01143,𮃅,,,[禾*(乏-之+虫)],2
13637,𬿃,,,[條-ㄆ+世],2
13642,𮕶,,,[袘-也+巾],2
13393,𭽺,,,[聶*皮],2
13622,𭝯,,,[念*本],2
13614,𮏈,,,[卄/但],2
13626,𭜆,,,[彳*葉],2
13636,𭼫,,,[病-丙+集],2
13538,𪼦,,,[王*意],2
13763,𭠟,,,[打-丁+司],2
05624,𮎐,,,[舟*谷],2
13645,𭦪,,,[栗-木+(上/日)],2
13635,𭱕,,,[泳-永+迮],2
13785,𭒌,,,[女*拏],2
14004,𭑓,,,[孛*太],2
14012,𭇾,,,[咒-几+今],2
02209,𫮼,,,[土*遲],2
14002,𭽾,,,[白/皿],2
05298,𬧓,,,[跳-兆+舜],2
14590,𭏵,,,[土*(羽/向)],2
13821,𭓤,,,[宋-木+布],2
14255,𮨪,,,[颱-台+安],2
13990,𭊈,,,[口*異],2
14013,𬕶,,,[竺-二+園],2
14027,𮈾,,,[糸*(穴/ㄙ/心)],2
13993,𭤭,,,[方*甘],2
14026,𮀆,,,[矢*(堇-王+工)],2
06267,皋,,,[白/本],2
14010,𭠬,,招,[打-丁+名],2
14570,𮏊,,,[卄/兵],2
13876,𮀗,,,[石*(〦/止)],2
06200,,韈,,[革*(卄/(ㄇ@儿)/戍)],2
14256,𮨳,,,[颱-台+簫],2
14571,𭋽,,,[口*蔓],2
14577,𭍮,,,[回*或],2
13723,𫀻,,,[禾*庚],2
14584,𬽸,,,[佇-丁+卜],2
05015,𮩡,𩠜,稽,[首*旨],2
02105,𮌶,,,[月*處],2
13597,𭭍,,,[歂-而+矢],2
01901,,摤,,[挾-(人*人)+((人/人)*(人/人))],2
02176,𩖁,,,[(止/?)*頁],2
02121,𮁷,,,[示*亥],2
02152,𭳘,,,[泳-永+(亡/(睪-幸+(鼠-臼)))],2
13754,𭂟,,,[冰-水+貴],2
05762,,弘,,[弘-、],2
13812,𭬅,,,[敝/木],2
13675,𭩴,,,[木*成],2
13677,𮄌,,,[穴/珠],2
13789,𭵪,,,[火*射],2
13532,𭎱,,,[土*近],2
13835,𮛴,,,[踢-勿+皿],2
13786,𭘅,,,[工*勺],2
13768,𭈶,,,[(口/(ㄘ-ㄣ+ㄅ))*甫],2
13680,𮪘,,,[騖-ㄆ+各],2
13825,𭳭,,,[泳-永+薄],2
